"Hospital number","19241","","","","",""
"Hospital percent","0.103975617795983","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","1","1","",""
"Age Group","65+","65 years and older","6682","6682","",""
"Age Group","55-64y","55 - 64 years","3475","3475","",""
"Age Group","45-54y","45 - 54 years","3099","3099","",""
"Age Group","20-44y","20 - 44 years","5123","5123","",""
"Age Group","<20y","Less than 20 years","861","861","",""
"Race/Ethnicity","UNKNOWN","Unknown","2815","0.146302167247025","0.146302167247025",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","550","0.0285847928901824","0.0285847928901824",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","254","0.0132009770801933","0.0132009770801933",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","861","0.0447481939608128","0.0447481939608128",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","1561","0.0811288394574087","0.0811288394574087",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","6768","0.351748869601372","0.351748869601372",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","6432","0.334286159763006","0.334286159763006",""
"Gender","Male","9838","0.511463478034832","0.511463478034832","",""
"Gender","Female","9397","0.488536521965168","0.488536521965168","",""
"Date Updated"," ","","","","",""
"Epi Curve","1","1","2020-08-10 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","1","1","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","18","18","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","40","40","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","151","151","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","105","105","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","57","57","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","146","146","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","196","196","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","176","176","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","248","248","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","316","316","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","160","160","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","227","227","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","289","289","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","318","318","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","303","303","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","336","336","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","394","394","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","281","281","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","308","308","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","374","374","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","447","447","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","556","556","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","593","593","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","582","582","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","348","348","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","443","443","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","388","388","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","316","316","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","274","274","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","280","280","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","308","308","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","287","287","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","269","269","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","270","270","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","289","289","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","309","309","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","312","312","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","291","291","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","226","226","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","235","235","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","260","260","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","260","260","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","236","236","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","240","240","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","243","243","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","201","201","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","178","178","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","224","224","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","186","186","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","170","170","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","167","167","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","189","189","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","133","133","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","143","143","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","133","133","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","130","130","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","122","122","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","136","136","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","140","140","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","108","108","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","102","102","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","102","102","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","89","89","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","102","102","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","104","104","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","105","105","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","64","64","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","69","69","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","75","75","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","70","70","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","77","77","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","70","70","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","60","60","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
"Epi Curve","55","55","2020-05-24 00:00:00","2020-05-23 00:00:00","",""
"Epi Curve","46","46","2020-05-23 00:00:00","2020-05-22 00:00:00","",""
"Epi Curve","63","63","2020-05-22 00:00:00","2020-05-21 00:00:00","",""
"Epi Curve","53","53","2020-05-21 00:00:00","2020-05-20 00:00:00","",""
"Epi Curve","42","42","2020-05-20 00:00:00","2020-05-19 00:00:00","",""
"Epi Curve","42","42","2020-05-19 00:00:00","2020-05-18 00:00:00","",""
"Epi Curve","57","57","2020-05-18 00:00:00","2020-05-17 00:00:00","",""
"Epi Curve","30","30","2020-05-17 00:00:00","2020-05-16 00:00:00","",""
"Epi Curve","38","38","2020-05-16 00:00:00","2020-05-15 00:00:00","",""
"Epi Curve","44","44","2020-05-15 00:00:00","2020-05-14 00:00:00","",""
"Epi Curve","52","52","2020-05-14 00:00:00","2020-05-13 00:00:00","",""
"Epi Curve","39","39","2020-05-13 00:00:00","2020-05-12 00:00:00","",""
"Epi Curve","43","43","2020-05-12 00:00:00","2020-05-11 00:00:00","",""
"Epi Curve","42","42","2020-05-11 00:00:00","2020-05-10 00:00:00","",""
"Epi Curve","35","35","2020-05-10 00:00:00","2020-05-09 00:00:00","",""
"Epi Curve","38","38","2020-05-09 00:00:00","2020-05-08 00:00:00","",""
"Epi Curve","58","58","2020-05-08 00:00:00","2020-05-07 00:00:00","",""
"Epi Curve","48","48","2020-05-07 00:00:00","2020-05-06 00:00:00","",""
"Epi Curve","53","53","2020-05-06 00:00:00","2020-05-05 00:00:00","",""
"Epi Curve","57","57","2020-05-05 00:00:00","2020-05-04 00:00:00","",""
"Epi Curve","47","47","2020-05-04 00:00:00","2020-05-03 00:00:00","",""
"Epi Curve","55","55","2020-05-03 00:00:00","2020-05-02 00:00:00","",""
"Epi Curve","46","46","2020-05-02 00:00:00","2020-05-01 00:00:00","",""
"Epi Curve","50","50","2020-05-01 00:00:00","2020-04-30 00:00:00","",""
"Epi Curve","53","53","2020-04-30 00:00:00","2020-04-29 00:00:00","",""
"Epi Curve","62","62","2020-04-29 00:00:00","2020-04-28 00:00:00","",""
"Epi Curve","51","51","2020-04-28 00:00:00","2020-04-27 00:00:00","",""
"Epi Curve","59","59","2020-04-27 00:00:00","2020-04-26 00:00:00","",""
"Epi Curve","44","44","2020-04-26 00:00:00","2020-04-25 00:00:00","",""
"Epi Curve","46","46","2020-04-25 00:00:00","2020-04-24 00:00:00","",""
"Epi Curve","55","55","2020-04-24 00:00:00","2020-04-23 00:00:00","",""
"Epi Curve","44","44","2020-04-23 00:00:00","2020-04-22 00:00:00","",""
"Epi Curve","44","44","2020-04-22 00:00:00","2020-04-21 00:00:00","",""
"Epi Curve","30","30","2020-04-21 00:00:00","2020-04-20 00:00:00","",""
"Epi Curve","67","67","2020-04-20 00:00:00","2020-04-19 00:00:00","",""
"Epi Curve","47","47","2020-04-19 00:00:00","2020-04-18 00:00:00","",""
"Epi Curve","51","51","2020-04-18 00:00:00","2020-04-17 00:00:00","",""
"Epi Curve","31","31","2020-04-17 00:00:00","2020-04-16 00:00:00","",""
"Epi Curve","44","44","2020-04-16 00:00:00","2020-04-15 00:00:00","",""
"Epi Curve","43","43","2020-04-15 00:00:00","2020-04-14 00:00:00","",""
"Epi Curve","50","50","2020-04-14 00:00:00","2020-04-13 00:00:00","",""
"Epi Curve","48","48","2020-04-13 00:00:00","2020-04-12 00:00:00","",""
"Epi Curve","38","38","2020-04-12 00:00:00","2020-04-11 00:00:00","",""
"Epi Curve","42","42","2020-04-11 00:00:00","2020-04-10 00:00:00","",""
"Epi Curve","46","46","2020-04-10 00:00:00","2020-04-09 00:00:00","",""
"Epi Curve","44","44","2020-04-09 00:00:00","2020-04-08 00:00:00","",""
"Epi Curve","54","54","2020-04-08 00:00:00","2020-04-07 00:00:00","",""
"Epi Curve","34","34","2020-04-07 00:00:00","2020-04-06 00:00:00","",""
"Epi Curve","59","59","2020-04-06 00:00:00","2020-04-05 00:00:00","",""
"Epi Curve","49","49","2020-04-05 00:00:00","2020-04-04 00:00:00","",""
"Epi Curve","44","44","2020-04-04 00:00:00","2020-04-03 00:00:00","",""
"Epi Curve","51","51","2020-04-03 00:00:00","2020-04-02 00:00:00","",""
"Epi Curve","34","34","2020-04-02 00:00:00","2020-04-01 00:00:00","",""
"Epi Curve","48","48","2020-04-01 00:00:00","2020-03-31 00:00:00","",""
"Epi Curve","55","55","2020-03-31 00:00:00","2020-03-30 00:00:00","",""
"Epi Curve","52","52","2020-03-30 00:00:00","2020-03-29 00:00:00","",""
"Epi Curve","41","41","2020-03-29 00:00:00","2020-03-28 00:00:00","",""
"Epi Curve","43","43","2020-03-28 00:00:00","2020-03-27 00:00:00","",""
"Epi Curve","40","40","2020-03-27 00:00:00","2020-03-26 00:00:00","",""
"Epi Curve","39","39","2020-03-26 00:00:00","2020-03-25 00:00:00","",""
"Epi Curve","45","45","2020-03-25 00:00:00","2020-03-24 00:00:00","",""
"Epi Curve","30","30","2020-03-24 00:00:00","2020-03-23 00:00:00","",""
"Epi Curve","45","45","2020-03-23 00:00:00","2020-03-22 00:00:00","",""
"Epi Curve","17","17","2020-03-22 00:00:00","2020-03-21 00:00:00","",""
"Epi Curve","20","20","2020-03-21 00:00:00","2020-03-20 00:00:00","",""
"Epi Curve","22","22","2020-03-20 00:00:00","2020-03-19 00:00:00","",""
"Epi Curve","18","18","2020-03-19 00:00:00","2020-03-18 00:00:00","",""
"Epi Curve","12","12","2020-03-18 00:00:00","2020-03-17 00:00:00","",""
"Epi Curve","13","13","2020-03-17 00:00:00","2020-03-16 00:00:00","",""
"Epi Curve","6","6","2020-03-16 00:00:00","2020-03-15 00:00:00","",""
"Epi Curve","10","10","2020-03-15 00:00:00","2020-03-14 00:00:00","",""
"Epi Curve","4","4","2020-03-14 00:00:00","2020-03-13 00:00:00","",""
"Epi Curve","6","6","2020-03-13 00:00:00","2020-03-12 00:00:00","",""
"Epi Curve","5","5","2020-03-12 00:00:00","2020-03-11 00:00:00","",""
"Epi Curve","3","3","2020-03-11 00:00:00","2020-03-09 00:00:00","",""
"Epi Curve","3","3","2020-03-09 00:00:00","2020-03-08 00:00:00","",""
"Epi Curve","1","1","2020-03-08 00:00:00","2020-03-06 00:00:00","",""
"Epi Curve","1","1","2020-03-06 00:00:00","2020-03-05 00:00:00","",""
"Epi Curve","1","1","2020-03-05 00:00:00","2020-03-04 00:00:00","",""
"Epi Curve","1","1","2020-03-04 00:00:00","2020-03-03 00:00:00","",""
"Epi Curve","1","1","2020-03-03 00:00:00","2020-02-28 00:00:00","",""
"Epi Curve","1","1","2020-02-28 00:00:00","2020-02-21 00:00:00","",""
"Epi Curve","1","1","2020-02-21 00:00:00","","",""
"Map","Yuma","998","32.7539","-113.9364","",""
"Map","Yavapai","183","34.7064","-112.4429","",""
"Map","Santa Cruz","206","31.5332","-110.812","",""
"Map","Pinal","980","32.9849","-111.4931","",""
"Map","Pima","1788","31.9681","-111.7806","",""
"Map","Navajo","561","35.3134","-110.2972","",""
"Map","Mohave","425","35.6177","-113.9958","",""
"Map","Maricopa","13069","33.2798","-112.7681","",""
"Map","La Paz","35","33.6724","-113.9329","",""
"Map","Greenlee","4","33.1001","-109.2714","",""
"Map","Graham","38","33.0361","-109.958","",""
"Map","Gila","132","33.7446","-110.685","",""
"Map","Coconino","395","35.6465","-112.0424","",""
"Map","Cochise","177","31.8901","-109.7497","",""
"Map","Apache","250","35.3025","-109.4451","",""
"Missing","0.549134572257678","101619","","","",""
